year,species,species_name,sample_number,sample_size,sample_weight,extrapolated_weight,extrapolated_number,percent_retained,gear_type,latdd_start,londd_start,nmfs_area,haul_join
2016,350,SHORTSPINE THORNYHEAD,1,276,1.11,133.82,121,100,1,52.285,175.27,543,21186002733e9
2016,350,SHORTSPINE THORNYHEAD,6,286,5.03,432.81,516,100,1,52.26167,175.19333,543,21186002733e9
2006,350,SHORTSPINE THORNYHEAD,2,322,2.66,137.55,103,100,1,52.01667,174.76667,543,1536158
2009,350,SHORTSPINE THORNYHEAD,18,166,16.86,589.41,629,100,1,54.45167,-165.83333,519,12795003367e9
2009,350,SHORTSPINE THORNYHEAD,26,297,25.57,507.57,516,100,1,54.475,-166.18,519,12795003367e9
2009,350,SHORTSPINE THORNYHEAD,35,277,35.32,1288.34,1277,100,1,54.49,-165.92167,517,12795003367e9
2009,350,SHORTSPINE THORNYHEAD,23,205,18.56,317.14,393,100,1,54.555,-166.16833,517,12795003367e9
2017,350,SHORTSPINE THORNYHEAD,1,318,0.69,13.45,19,100,1,51.555,-178.01,542,21995034017e9
2017,350,SHORTSPINE THORNYHEAD,2,557,1.68,142.77,170,100,1,51.54833,-178.21333,542,21995034017e9
2007,350,SHORTSPINE THORNYHEAD,15,1554,15.4,50.49,49,0,8,51.56667,-177.2,542,1599159
2007,350,SHORTSPINE THORNYHEAD,23,1776,24.05,72.21,69,0,8,51.56667,-177.21667,542,1599160
2007,350,SHORTSPINE THORNYHEAD,18,1332,22.29,74.31,60,0,8,51.51667,-177.26667,542,1599161
2007,350,SHORTSPINE THORNYHEAD,49,1428,82.97,237.11,140,30,8,52.23333,-174.98333,541,1599219
2007,350,SHORTSPINE THORNYHEAD,53,1428,48.76,139.4,152,30,8,52.25,-174.9,541,1599220
2007,350,SHORTSPINE THORNYHEAD,37,1428,47.36,135.09,106,30,8,52.28333,-174.83333,541,1599222
2007,350,SHORTSPINE THORNYHEAD,77,1428,103.69,296,220,0,8,52.31667,-174.78333,541,1599224
2007,350,SHORTSPINE THORNYHEAD,73,1428,127.51,346.01,198,0,8,52.33333,-174.73333,541,1599225
2015,350,SHORTSPINE THORNYHEAD,23,3552,35.14,117.15,77,0,8,56.45,-171.41667,521,20610005325e9
2004,349,THORNYHEAD ROCKFISH UNIDENT,26,2090,51.24,153.87,78,100,8,52.5,-173.33333,541,1376480
2004,350,SHORTSPINE THORNYHEAD,17,2090,33.5,100.6,51,100,8,52.5,-173.33333,541,1376480
2004,350,SHORTSPINE THORNYHEAD,2,2090,8.2,24.56,6,100,8,52.43333,-171.58333,541,1376483
2006,350,SHORTSPINE THORNYHEAD,2,280,1.36,149.13,219,100,1,52.23333,175.08333,543,1536177
2006,350,SHORTSPINE THORNYHEAD,1,311,1.33,59.18,44,100,1,52.01667,174.76667,543,1536181
2009,350,SHORTSPINE THORNYHEAD,1,434,1.43,48.08,34,100,1,54.53833,-165.825,519,12795003367e9
2009,350,SHORTSPINE THORNYHEAD,34,174,36.64,1040.41,965,100,1,54.47833,-165.91333,519,12795003367e9
2009,350,SHORTSPINE THORNYHEAD,3,268,2.52,105.24,125,100,1,54.31667,-165.97833,519,12795003367e9
2009,350,SHORTSPINE THORNYHEAD,16,459,15.2,850.55,895,100,1,52.00833,174.76667,543,1.3103002134000001e+019
2009,350,SHORTSPINE THORNYHEAD,2,507,0.42,20.75,99,100,1,52.10333,174.785,543,1.3103002134000001e+019
2012,350,SHORTSPINE THORNYHEAD,73,331,42.42,1928.1,3318,100,1,56.08333,-169.33333,517,16163004093e9
2012,350,SHORTSPINE THORNYHEAD,30,425,13.62,601.92,1326,100,1,56.06667,-169.31667,517,16163004093e9
2012,350,SHORTSPINE THORNYHEAD,1,748,0.38,25.06,66,100,1,53.15,-169.81667,518,16163004093e9
2011,350,SHORTSPINE THORNYHEAD,1,21,1.4,5.73,3,0,6,53.77167,-167.37167,518,144390014450001e5
2011,350,SHORTSPINE THORNYHEAD,3,21,4,17.19,9,0,6,53.73333,-167.36333,518,144390014450001e5
2011,350,SHORTSPINE THORNYHEAD,1,21,3.2,5.73,3,0,6,53.70833,-167.52333,518,144390014450001e5
2011,350,SHORTSPINE THORNYHEAD,2,18,4.2,11.4,6,0,6,53.66167,-167.58,518,144390014450001e5
2011,350,SHORTSPINE THORNYHEAD,1,18,1,5.81,3,0,6,53.57333,-167.63167,518,144390014450001e5
2011,350,SHORTSPINE THORNYHEAD,1,15,2.2,6.58,3,0,6,53.63667,-167.85167,518,144390014450001e5
2012,350,SHORTSPINE THORNYHEAD,6,4198,6.6,48.27,44,100,2,54.37,-165.98833,517,1.4928003441999999e+019
2009,350,SHORTSPINE THORNYHEAD,2,645,1.4,102.84,147,100,1,52.05667,174.67667,543,1.3103002134000001e+019
2009,350,SHORTSPINE THORNYHEAD,1,735,0.22,15.13,69,20,1,52.09833,174.78167,543,1.3103002134000001e+019
2009,350,SHORTSPINE THORNYHEAD,12,144,13.49,345.71,308,100,1,54.49,-165.89833,519,12795003367e9
2009,350,SHORTSPINE THORNYHEAD,13,202,13.2,171.42,169,100,1,54.36,-166.02,519,12795003367e9
2009,350,SHORTSPINE THORNYHEAD,1,410,0.92,37.27,41,100,1,54.415,-165.82333,517,12795003367e9
2009,350,SHORTSPINE THORNYHEAD,28,167,24.78,988.29,1117,100,1,54.43833,-165.95833,517,12795003367e9
2008,350,SHORTSPINE THORNYHEAD,1,216,1.43,24.36,17,100,1,51.59167,-177.72528,542,117310020760001e5
2009,350,SHORTSPINE THORNYHEAD,3,295,2.52,85.71,102,100,1,55.61,-168.715,517,1.2994002110000001e+019
2009,350,SHORTSPINE THORNYHEAD,3,207,0.58,19.14,99,100,1,55.81667,-168.83333,517,1.2994002110000001e+019
2009,350,SHORTSPINE THORNYHEAD,1,203,0.36,25.17,70,100,1,55.45667,-168.305,517,1.2994002110000001e+019
2009,350,SHORTSPINE THORNYHEAD,1,338,0.49,42.78,87,100,1,55.275,-167.88167,517,1.2994002110000001e+019
2009,350,SHORTSPINE THORNYHEAD,3,370,0.48,38.9,243,100,1,55.29,-167.90167,517,1.2994002110000001e+019
2010,350,SHORTSPINE THORNYHEAD,1,2850,3.2,7.33,3,0,8,56.13333,-169.6,517,1.3742003241999999e+019
2013,350,SHORTSPINE THORNYHEAD,3,272,6.2,16.91,8,100,8,51.64667,-178.78333,542,18140000751e9
2009,350,SHORTSPINE THORNYHEAD,1,314,0.29,50.11,173,100,1,51.67,175.79333,543,13093002443e9
2009,350,SHORTSPINE THORNYHEAD,3,325,1.29,347.49,808,100,1,51.675,175.795,543,13093002443e9
2009,350,SHORTSPINE THORNYHEAD,1,353,0.75,157.04,209,100,1,51.68,175.78167,543,13093002443e9
2012,350,SHORTSPINE THORNYHEAD,5,600,4.44,273.84,308,100,1,56.13333,-169.66667,517,16163004093e9
2012,350,SHORTSPINE THORNYHEAD,21,293,11.16,465.64,876,100,1,56.06667,-169.31667,517,16163004093e9
2011,350,SHORTSPINE THORNYHEAD,3,1260,10.6,41.5,12,100,8,52.11861,-171.52778,541,143760046380001e5
2011,350,SHORTSPINE THORNYHEAD,4,1260,22.01,40.9,11,100,8,51.90889,-172.61111,541,143760046380001e5
2011,350,SHORTSPINE THORNYHEAD,19,1680,66.27,171.43,47,79,8,51.92389,-172.64639,541,143760046380001e5
2011,350,SHORTSPINE THORNYHEAD,19,1680,62.88,162.86,45,100,8,51.91667,-172.76861,541,143760046380001e5
2011,350,SHORTSPINE THORNYHEAD,8,840,28.82,79.4,22,90,8,51.90111,-172.80083,541,143760046380001e5
2011,350,SHORTSPINE THORNYHEAD,3,630,10.01,43.31,12,100,8,51.91194,-172.86306,541,143760046380001e5
2011,350,SHORTSPINE THORNYHEAD,6,1260,23.41,54.14,15,83,8,51.89028,-172.93028,541,143760046380001e5
2011,350,SHORTSPINE THORNYHEAD,5,1470,17.62,48.98,14,80,8,51.88778,-172.99972,541,143760046380001e5
2011,350,SHORTSPINE THORNYHEAD,3,1260,11.02,39.7,11,100,8,51.88944,-173.09583,541,143760046380001e5
2011,350,SHORTSPINE THORNYHEAD,1,18,1.5,6.69,3,0,6,53.61833,-168.04333,518,144390014450001e5
2011,350,SHORTSPINE THORNYHEAD,3,19,7.6,19,10,0,6,53.74,-167.37667,518,144390014450001e5
2011,350,SHORTSPINE THORNYHEAD,1,878,1.08,36,33,0,1,54.50194,-165.69806,517,14413004092e9
2008,350,SHORTSPINE THORNYHEAD,2,237,1.78,28.16,32,100,1,51.56861,-177.63139,542,117310020760001e5
2008,350,SHORTSPINE THORNYHEAD,1,292,0.42,4.42,11,100,1,51.58972,-177.72611,542,117310020760001e5
2009,350,SHORTSPINE THORNYHEAD,1,650,0.62,34.48,56,100,1,52.025,174.76833,543,1.3103002134000001e+019
2011,350,SHORTSPINE THORNYHEAD,1,18,1.2,5.81,3,0,6,53.57,-167.685,518,144390014450001e5
2011,350,SHORTSPINE THORNYHEAD,1,18,2.2,5.81,3,0,6,53.58833,-167.69333,518,144390014450001e5
2011,350,SHORTSPINE THORNYHEAD,2,18,5.7,11.62,6,0,6,53.605,-167.80667,518,144390014450001e5
2011,350,SHORTSPINE THORNYHEAD,1,21,1.2,5.73,3,0,6,53.62167,-168.075,518,144390014450001e5
2011,350,SHORTSPINE THORNYHEAD,1,15,2.2,5.79,3,0,6,53.59167,-168.32167,518,144390014450001e5
2011,350,SHORTSPINE THORNYHEAD,1,18,3.2,5.59,3,0,6,53.605,-167.92,518,144390014450001e5
2011,350,SHORTSPINE THORNYHEAD,2,18,2.6,11.4,6,0,6,53.82167,-167.32667,518,144390014450001e5
2008,350,SHORTSPINE THORNYHEAD,11,1064,4.82,215,491,100,1,52.6,174.75,543,12115003423e9
2010,349,THORNYHEAD ROCKFISH UNIDENT,22,939,42,224,176,0,8,54.91,-167.64,517,13569004377e9
2010,350,SHORTSPINE THORNYHEAD,1,312,0.8,5.81,3,0,8,54.3,-166.06667,519,135570061720001e5
2010,350,SHORTSPINE THORNYHEAD,1,312,3,5.81,3,0,8,54.3,-165.98333,519,135570061720001e5
2008,350,SHORTSPINE THORNYHEAD,1,252,0.4,5.35,13,100,1,51.56944,-177.63667,542,117310020760001e5
2008,350,SHORTSPINE THORNYHEAD,1,2970,4.18,4.42,3,100,8,52.2,-174.91667,541,11783005325e9
2009,350,SHORTSPINE THORNYHEAD,1,253,0.95,25.33,27,100,1,54.56833,-165.78,519,12795003367e9
2008,350,SHORTSPINE THORNYHEAD,1,33,5.16,4.75,3,0,6,51.93306,-171.90639,541,1.1893002121999999e+019
2010,350,SHORTSPINE THORNYHEAD,2,24,1.9,7.13,4,100,6,53.57278,-167.73972,518,134280014450001e5
2010,350,SHORTSPINE THORNYHEAD,3,21,5.4,9.88,6,100,6,53.64667,-167.52056,518,134280014450001e5
2010,350,SHORTSPINE THORNYHEAD,7,1170,14,41.93,20,95,8,52.475,-173.75972,541,134270020750001e5
2010,350,SHORTSPINE THORNYHEAD,4,1170,6.7,25.37,12,95,8,52.47694,-173.79139,541,134270020750001e5
2010,350,SHORTSPINE THORNYHEAD,7,1560,15.8,37,18,99,8,52.52639,-173.69583,541,134270020750001e5
2010,350,SHORTSPINE THORNYHEAD,6,780,12.31,63.43,30,99,8,52.48694,-173.72111,541,134270020750001e5
2010,350,SHORTSPINE THORNYHEAD,15,1170,35.43,100.43,47,99,8,52.49056,-173.83806,541,134270020750001e5
2010,350,SHORTSPINE THORNYHEAD,7,1463,13.11,47.34,22,95,8,52.48333,-173.82194,541,134270020750001e5
2008,350,SHORTSPINE THORNYHEAD,12,1284,20.01,48.07,34,86,8,52.465,-173.66,541,1.1815003241999999e+019
2008,350,SHORTSPINE THORNYHEAD,8,1926,15.65,25.14,18,0,8,52.51167,-173.65167,541,1.1815003241999999e+019
2008,350,SHORTSPINE THORNYHEAD,27,1284,41.67,108.16,76,0,8,52.50833,-173.61,541,1.1815003241999999e+019
2008,350,SHORTSPINE THORNYHEAD,10,1944,23.03,29.85,21,0,8,52.40667,-173.675,541,1.1815003241999999e+019
2008,350,SHORTSPINE THORNYHEAD,12,1944,37.86,43.36,31,0,8,52.39167,-173.66667,541,1.1815003241999999e+019
2008,350,SHORTSPINE THORNYHEAD,52,1944,63.21,163.39,116,0,8,51.78333,-174.83833,541,1.1815003241999999e+019
2008,350,SHORTSPINE THORNYHEAD,21,162,19.62,219.74,235,100,1,54.78333,-167.36667,517,1.2130001609999999e+019
2008,350,SHORTSPINE THORNYHEAD,7,173,5.89,101.31,120,0,1,54.31667,-165.96667,517,1.2130001609999999e+019
2019,350,SHORTSPINE THORNYHEAD,11,165,6.44,222.52,380,99,1,55.69667,-168.88,517,23554003367e9
2019,350,SHORTSPINE THORNYHEAD,23,396,26.57,1953.55,1691,100,1,54.48,-166.235,519,23554003367e9
2009,350,SHORTSPINE THORNYHEAD,4,185,3.47,79.34,91,100,1,54.555,-166.195,517,12795003367e9
2009,350,SHORTSPINE THORNYHEAD,2,140,1.54,26.37,34,100,1,54.6,-165.80667,517,12795003367e9
2012,349,THORNYHEAD ROCKFISH UNIDENT,1,286,1.08,79.97,74,100,1,55.71667,-168.83333,517,16219003423e9
2012,349,THORNYHEAD ROCKFISH UNIDENT,14,338,6.5,413.62,891,100,1,56.13333,-169.7,517,16219003423e9
2012,349,THORNYHEAD ROCKFISH UNIDENT,20,404,9.74,1297.51,2664,100,1,56.13333,-169.53333,517,16219003423e9
2009,350,SHORTSPINE THORNYHEAD,33,283,34.43,744.52,714,100,1,54.40833,-166.345,519,12795003367e9
2009,350,SHORTSPINE THORNYHEAD,17,115,16.33,523.62,545,100,1,54.56667,-165.86167,517,12795003367e9
2009,350,SHORTSPINE THORNYHEAD,1,306,0.38,9.34,25,100,1,54.60667,-166.01167,517,12795003367e9
2009,350,SHORTSPINE THORNYHEAD,1,294,0.67,22.84,34,100,1,54.615,-165.73,519,12795003367e9
2009,350,SHORTSPINE THORNYHEAD,1,152,0.25,12.26,49,100,1,54.45333,-165.79,519,12795003367e9
2009,350,SHORTSPINE THORNYHEAD,8,114,9.17,194.9,170,100,1,54.49167,-165.83833,519,12795003367e9
2009,350,SHORTSPINE THORNYHEAD,1,230,1.02,50.66,50,100,1,54.31,-165.97667,519,12795003367e9
2009,350,SHORTSPINE THORNYHEAD,3,192,1.43,45.9,96,100,1,54.37,-165.81667,519,12795003367e9
2009,350,SHORTSPINE THORNYHEAD,98,273,83.94,3476.24,4059,100,1,54.42667,-166.17333,517,12795003367e9
2009,350,SHORTSPINE THORNYHEAD,92,318,84.7,6036.09,6556,100,1,54.57833,-166.28833,519,12795003367e9
2008,350,SHORTSPINE THORNYHEAD,2,30,5.08,9.9,6,0,6,51.91,-172.79361,541,1.1893002121999999e+019
2008,350,SHORTSPINE THORNYHEAD,1,30,1.42,5.22,3,0,6,51.94278,-172.6,541,1.1893002121999999e+019
2008,350,SHORTSPINE THORNYHEAD,1,24,1.1,4.81,3,0,6,51.91306,-173.09972,541,1.1893002121999999e+019
2008,350,SHORTSPINE THORNYHEAD,2,30,2.93,10.56,6,0,6,51.94556,-172.66306,541,1.1893002121999999e+019
2008,350,SHORTSPINE THORNYHEAD,1,30,1.08,4.67,3,0,6,51.9025,-173.00944,541,1.1893002121999999e+019
2008,350,SHORTSPINE THORNYHEAD,2,30,2.23,9.13,6,0,6,51.9,-172.89056,541,1.1893002121999999e+019
2008,350,SHORTSPINE THORNYHEAD,1,27,1.35,4.21,3,0,6,51.91194,-173.12583,541,1.1893002121999999e+019
2008,350,SHORTSPINE THORNYHEAD,3,762,1.28,152.88,358,100,1,51.75833,176.99667,543,12058003835e9
2008,350,SHORTSPINE THORNYHEAD,5,505,1.06,134.46,634,100,1,51.69,175.92167,543,12058003835e9
2008,350,SHORTSPINE THORNYHEAD,1,693,0.6,74.57,124,100,1,51.795,175.28667,543,12058003835e9
2008,350,SHORTSPINE THORNYHEAD,1,10,0.77,15.67,10,0,6,51.92028,-172.25611,541,1.1893002121999999e+019
2008,350,SHORTSPINE THORNYHEAD,1,30,1.29,4.4,3,0,6,51.93889,-172.17389,541,1.1893002121999999e+019
2008,350,SHORTSPINE THORNYHEAD,1,24,0.68,4.47,3,0,6,51.90861,-173.02972,541,1.1893002121999999e+019
2009,350,SHORTSPINE THORNYHEAD,1,186,0.83,31.03,37,100,1,54.515,-165.79667,517,12795003367e9
2009,350,SHORTSPINE THORNYHEAD,9,179,8.36,297.75,321,100,1,54.575,-165.67833,517,12795003367e9
2009,350,SHORTSPINE THORNYHEAD,60,373,62.54,4252.23,4080,100,1,54.49,-166.04333,517,12795003367e9
2009,350,SHORTSPINE THORNYHEAD,12,121,10.6,483.37,547,100,1,54.56667,-166.245,517,12795003367e9
2009,350,SHORTSPINE THORNYHEAD,9,179,6.46,224.68,313,100,1,54.50167,-165.945,517,12795003367e9
2009,350,SHORTSPINE THORNYHEAD,118,266,118.29,3652.3,3643,100,1,54.565,-166.295,517,12795003367e9
2009,350,SHORTSPINE THORNYHEAD,23,147,19.38,600.36,713,100,1,54.53833,-166.05,517,12795003367e9
2009,350,SHORTSPINE THORNYHEAD,5,109,3.82,115.91,152,100,1,54.565,-166.205,517,12795003367e9
2009,350,SHORTSPINE THORNYHEAD,10,111,8.12,209.5,258,100,1,54.60333,-165.96333,517,12795003367e9
2009,350,SHORTSPINE THORNYHEAD,9,115,7.28,269.18,333,100,1,54.51833,-165.85,517,12795003367e9
2009,350,SHORTSPINE THORNYHEAD,22,138,18.74,574.8,675,100,1,54.54667,-166.19667,517,12795003367e9
2010,350,SHORTSPINE THORNYHEAD,22,3906,32.98,107.56,67,100,8,54.31667,-166.83333,519,1.3631004102000001e+019
2010,350,SHORTSPINE THORNYHEAD,72,3255,89.04,275.85,216,96,8,53.85,-167.26667,518,1.3631004102000001e+019
2010,350,SHORTSPINE THORNYHEAD,8,4326,16.7,24.54,22,100,8,56.5,-172.46667,523,1.3631004102000001e+019
2009,350,SHORTSPINE THORNYHEAD,21,131,19.34,748.62,813,100,1,54.53,-166.925,517,12795003367e9
2010,350,SHORTSPINE THORNYHEAD,29,3708,35.16,100.16,89,86,8,56.5,-172.78333,523,1.3631004102000001e+019
2011,350,SHORTSPINE THORNYHEAD,4,990,2.98,178.55,240,100,1,51.66667,-177.04167,542,14394003835e9
2010,350,SHORTSPINE THORNYHEAD,8,1176,16.81,50.74,24,99,8,52.50694,-173.64167,541,134270020750001e5
2010,349,THORNYHEAD ROCKFISH UNIDENT,4,9369,0,20.46,13,0,8,57.41306,-173.88639,521,13628029997e9
2010,350,SHORTSPINE THORNYHEAD,7,9369,8.64,25.52,23,0,8,57.41306,-173.88639,521,13628029997e9
2010,350,SHORTSPINE THORNYHEAD,3,6246,3.66,8.2,8,0,8,57.39556,-173.8725,523,13628029997e9
2010,350,SHORTSPINE THORNYHEAD,23,206,20.92,1290.35,1419,100,1,55.24167,-167.925,517,13855002733e9
2008,350,SHORTSPINE THORNYHEAD,6,3382,23.8,91.41,23,100,1,52.11,-171.82,541,1.1789002134000001e+019
2008,350,SHORTSPINE THORNYHEAD,1,10128,4.54,14.91,3,100,1,52.07333,-171.805,541,1.1789002134000001e+019
2010,350,SHORTSPINE THORNYHEAD,1,19684,1.12,3.4,3,0,8,57.12861,-173.53306,523,13628029997e9
2010,349,THORNYHEAD ROCKFISH UNIDENT,1,7287,0,3.73,2,0,8,56.25139,-171.37361,523,13628029997e9
2010,350,SHORTSPINE THORNYHEAD,6,7287,5.55,15.94,15,0,8,56.25139,-171.37361,523,13628029997e9
2010,349,THORNYHEAD ROCKFISH UNIDENT,2,4144,0,15.34,10,0,8,56.25056,-171.09611,521,13628029997e9
2010,350,SHORTSPINE THORNYHEAD,5,4144,6.6,27.34,25,0,8,56.25056,-171.09611,521,13628029997e9
2010,349,THORNYHEAD ROCKFISH UNIDENT,66,11396,0,322.22,210,70,8,56.15333,-170.78778,521,13628029997e9
2010,350,SHORTSPINE THORNYHEAD,8,11396,7.24,27.84,25,70,8,56.15333,-170.78778,521,13628029997e9
2008,350,SHORTSPINE THORNYHEAD,1,545,0.22,30.08,137,100,1,51.75333,176.99667,543,12058003835e9
2008,350,SHORTSPINE THORNYHEAD,1,708,0.72,107.34,149,100,1,51.75667,176.99667,543,12058003835e9
2008,350,SHORTSPINE THORNYHEAD,1,745,0.68,85.63,126,100,1,52.32833,176.24,543,12058003835e9
2008,350,SHORTSPINE THORNYHEAD,2,741,1.12,136.15,243,100,1,52.46333,175.50333,543,12058003835e9
2008,350,SHORTSPINE THORNYHEAD,2,567,0.44,59.87,272,100,1,51.685,175.52,543,12058003835e9
2008,350,SHORTSPINE THORNYHEAD,4,440,0.94,89.27,380,100,1,51.64167,175.54167,543,12058003835e9
2010,350,SHORTSPINE THORNYHEAD,1,2691,0.5,3.12,3,100,8,58.55361,-177.07194,521,13867004463e9
2010,350,SHORTSPINE THORNYHEAD,5,2691,9.3,17.56,15,100,8,58.56361,-176.72944,521,13867004463e9
2010,350,SHORTSPINE THORNYHEAD,3,2625,3.8,9.36,8,100,8,58.57361,-176.91861,521,13867004463e9
2010,350,SHORTSPINE THORNYHEAD,3,1750,3.3,10.53,9,100,8,58.60722,-177.21917,523,13867004463e9
2010,350,SHORTSPINE THORNYHEAD,1,1750,1.2,4.68,4,100,8,58.55722,-177.05056,523,13867004463e9
2010,350,SHORTSPINE THORNYHEAD,5,2625,6.7,15.61,13,100,8,58.57444,-176.9,521,13867004463e9
2008,350,SHORTSPINE THORNYHEAD,2,7826,2.75,13.82,10,100,1,52.12,-171.84167,541,1.1789002134000001e+019
2008,350,SHORTSPINE THORNYHEAD,1,593,0.8,129.58,162,100,1,52.94667,-169.42833,518,12058003835e9
2018,350,SHORTSPINE THORNYHEAD,1,36274,1.31,3.89,3,0,2,56.375,-171.37667,521,2.2739003395999998e+019
2009,350,SHORTSPINE THORNYHEAD,1,428,0.7,15.89,11,100,8,52.175,-175.76333,541,1.2751003241999999e+019
2009,350,SHORTSPINE THORNYHEAD,1,856,2.6,9.84,7,100,8,52.19,-175.62333,541,1.2751003241999999e+019
2009,350,SHORTSPINE THORNYHEAD,6,428,9,113.51,75,96,8,52.165,-175.765,541,1.2751003241999999e+019
2010,350,SHORTSPINE THORNYHEAD,1,427,3.94,156.52,40,0,1,52.99167,-170.47667,541,13855002733e9
2008,350,SHORTSPINE THORNYHEAD,2,695,0.4,54.37,272,0,1,51.65167,175.87167,543,12058003835e9
2008,350,SHORTSPINE THORNYHEAD,3,463,0.52,45.22,261,100,1,51.68667,175.91667,543,12058003835e9
2008,350,SHORTSPINE THORNYHEAD,14,418,6.01,872.6,2033,100,1,51.695,175.92,543,12058003835e9
2008,350,SHORTSPINE THORNYHEAD,1,781,0.05,5.04,101,100,1,52.00667,176.815,543,12058003835e9
2008,350,SHORTSPINE THORNYHEAD,22,535,3.27,454.01,3055,100,1,51.68333,175.925,543,12058003835e9
2008,350,SHORTSPINE THORNYHEAD,1,905,0.3,36.62,122,100,1,52.05833,176.91667,543,12058003835e9
2008,350,SHORTSPINE THORNYHEAD,2,472,0.48,52.49,219,100,1,51.64833,175.67833,543,12058003835e9
2008,350,SHORTSPINE THORNYHEAD,8,596,3.95,374.2,758,100,1,51.73333,177.05,543,12232002443e9
2012,350,SHORTSPINE THORNYHEAD,21,1350,26.23,97.49,67,95,8,51.54722,-178.17583,542,15240001695e9
2012,350,SHORTSPINE THORNYHEAD,45,1350,64.58,206,150,89,8,51.39722,-178.16028,542,15240001695e9
2012,350,SHORTSPINE THORNYHEAD,50,1350,69.51,209.26,167,86,8,51.38444,-178.23111,542,15240001695e9
2012,350,SHORTSPINE THORNYHEAD,44,1350,72.72,295.29,147,100,8,51.41056,-178.37361,542,15240001695e9
2012,350,SHORTSPINE THORNYHEAD,17,1350,23.46,83.08,57,82,8,51.62083,-177.36889,542,15240001695e9
2012,350,SHORTSPINE THORNYHEAD,11,900,10.53,60.48,41,100,8,51.60778,-177.41611,542,15240001695e9
2012,350,SHORTSPINE THORNYHEAD,23,1350,27.99,112.4,77,91,8,51.61028,-177.3125,542,15240001695e9
2012,350,SHORTSPINE THORNYHEAD,55,1800,80.45,240.43,165,95,8,52.02139,-176.50278,541,15240001695e9
2010,350,SHORTSPINE THORNYHEAD,1,847,0.54,42.2,78,100,1,51.77389,176.98694,543,13293003819e9
2010,350,SHORTSPINE THORNYHEAD,2,1038,1.27,113.45,179,100,1,51.75,176.96667,543,13293003819e9
2008,350,SHORTSPINE THORNYHEAD,2,392,2.33,204.63,176,100,1,52.2,175.08333,543,12232002443e9
2010,350,SHORTSPINE THORNYHEAD,1,1016,3.26,342.49,105,100,1,52.47111,175.53056,543,13293003819e9
2010,350,SHORTSPINE THORNYHEAD,1,869,0.81,70.57,87,100,1,51.73333,176.96667,543,13293003819e9
2017,350,SHORTSPINE THORNYHEAD,30,2820,34.25,99.75,87,97,8,58.565,-176.415,521,22065003242e9
2017,350,SHORTSPINE THORNYHEAD,28,2724,30.76,93.5,82,100,8,58.53333,-176.415,521,22065003242e9
2017,350,SHORTSPINE THORNYHEAD,14,2784,17.25,46.75,41,100,8,58.54167,-176.19667,521,22065003242e9
2017,350,SHORTSPINE THORNYHEAD,31,2951,33.4,95.56,83,97,8,58.56667,-176.40667,521,22065003242e9
2017,350,SHORTSPINE THORNYHEAD,17,2724,23.06,56.77,50,94,8,58.54167,-176.57667,521,22065003242e9
2017,350,SHORTSPINE THORNYHEAD,41,2724,44.39,126.54,130,95,8,58.54,-176.19667,521,22065003242e9
2017,350,SHORTSPINE THORNYHEAD,60,2724,65.85,169.2,175,98,8,58.565,-176.4,521,22065003242e9
2017,350,SHORTSPINE THORNYHEAD,55,2724,57.86,199.4,174,100,8,58.54,-176.19167,521,22065003242e9
2017,350,SHORTSPINE THORNYHEAD,38,3405,43.1,124.72,109,100,8,58.53667,-176.18,521,22065003242e9
2017,350,SHORTSPINE THORNYHEAD,35,2724,36.2,92.19,102,97,8,58.56667,-176.415,521,22065003242e9
2019,350,SHORTSPINE THORNYHEAD,7,266,5.59,163.04,204,1,1,59.47667,-178.01333,521,23401000661e9
2019,350,SHORTSPINE THORNYHEAD,10,207,6.74,122.16,181,0,1,59.42833,-178.28667,521,23401000661e9
2019,350,SHORTSPINE THORNYHEAD,1,202,0.7,7.37,11,0,1,59.50667,-177.93167,521,23401000661e9
2019,350,SHORTSPINE THORNYHEAD,2,199,1.88,11.32,12,0,1,59.47,-177.92333,521,23401000661e9
2010,350,SHORTSPINE THORNYHEAD,2,77,3.7,7.95,4,0,6,54.07306,-166.77722,519,132450019210001e5
2010,350,SHORTSPINE THORNYHEAD,1,49,3.8,4.11,2,0,6,54.07444,-167.02222,519,132450019210001e5
2010,350,SHORTSPINE THORNYHEAD,1,49,2.4,4.11,2,0,6,54.07778,-166.89333,519,132450019210001e5
2010,350,SHORTSPINE THORNYHEAD,1,75,1.2,4.08,2,100,6,54.08361,-166.72111,519,132450019210001e5
2010,350,SHORTSPINE THORNYHEAD,1,77,1.25,3.98,2,100,6,54.08028,-166.76972,519,132450019210001e5
2010,350,SHORTSPINE THORNYHEAD,1,63,1.75,4.12,2,100,6,54.12528,-166.44528,519,132450019210001e5
2011,350,SHORTSPINE THORNYHEAD,1,425,0.98,135.72,138,0,1,52.215,176.03167,543,14397002733e9
2011,350,SHORTSPINE THORNYHEAD,15,576,25.66,59.42,38,93,8,51.81,-177.44833,542,144430035410001e5
2011,350,SHORTSPINE THORNYHEAD,21,828,33.11,110.13,70,90,8,51.87,-177.42333,542,144430035410001e5
2011,350,SHORTSPINE THORNYHEAD,59,1104,89.16,198.31,148,95,8,51.90167,-177.37833,542,144430035410001e5
2011,350,SHORTSPINE THORNYHEAD,48,828,70.09,189.87,160,90,8,51.86333,-177.29333,542,144430035410001e5
