Collection Year,Collection Agency,Collection Name,OBS Gear Code,FMP Area,Reporting Area,ADFG Region,ADFG Statistical Area,Agency Species Code Type,Species Code,Species Group Code,Species Group Name,Number Animals,Weight,Record Count,Contact,Date Received from AKR
2013,IPHC,IPHC Annual Longline Survey,8,BS,519,,665404,AKR,145,ROCK,Other Rockfish,0,2,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2022-10-17 06:00:18
2013,IPHC,IPHC Annual Longline Survey,8,BS,521,,705701,AKR,143,ROCK,Other Rockfish,0,5,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2022-10-17 06:00:18
2013,IPHC,IPHC Annual Longline Survey,8,BS,521,,705703,AKR,143,ROCK,Other Rockfish,0,4,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2022-10-17 06:00:18
2013,IPHC,IPHC Annual Longline Survey,8,BS,521,,735700,AKR,145,ROCK,Other Rockfish,0,1,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2022-10-17 06:00:18
2013,IPHC,IPHC Annual Longline Survey,8,BS,521,,745830,AKR,145,ROCK,Other Rockfish,0,3,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2022-10-17 06:00:18
2013,IPHC,IPHC Annual Longline Survey,8,BS,521,,755800,AKR,145,ROCK,Other Rockfish,0,7,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2022-10-17 06:00:18
2013,IPHC,IPHC Annual Longline Survey,8,BS,521,,755830,AKR,145,ROCK,Other Rockfish,0,3,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2022-10-17 06:00:18
2013,IPHC,IPHC Annual Longline Survey,8,BS,523,,735630,AKR,145,ROCK,Other Rockfish,0,1,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2022-10-17 06:00:18
2013,IPHC,IPHC Annual Longline Survey,8,BS,524,,726003,AKR,145,ROCK,Other Rockfish,0,1,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2022-10-17 06:00:18
2013,IPHC,IPHC Annual Longline Survey,8,BS,524,,726031,AKR,145,ROCK,Other Rockfish,0,2,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2022-10-17 06:00:18
2013,IPHC,IPHC Annual Longline Survey,8,BS,524,,726032,AKR,145,ROCK,Other Rockfish,0,1,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2022-10-17 06:00:18
2013,IPHC,IPHC Annual Longline Survey,8,BS,524,,736001,AKR,145,ROCK,Other Rockfish,0,2,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2022-10-17 06:00:18
2013,NMFS,AFSC Annual Longline Survey,,BS,517,,,AKR,143,ROCK,Other Rockfish,352,486.915,1,"Cara Rodgveller , NMFS, cara.rodgveller@noaa.gov",2022-10-17 06:00:18
2013,NMFS,AFSC Annual Longline Survey,,BS,518,,,AKR,139,ROCK,Other Rockfish,1,1.213,1,"Cara Rodgveller , NMFS, cara.rodgveller@noaa.gov",2022-10-17 06:00:18
2013,NMFS,AFSC Annual Longline Survey,,BS,518,,,AKR,143,ROCK,Other Rockfish,1053,1238.228,1,"Cara Rodgveller , NMFS, cara.rodgveller@noaa.gov",2022-10-17 06:00:18
2013,NMFS,AFSC Annual Longline Survey,,BS,518,,,AKR,172,ROCK,Other Rockfish,5,6.743,1,"Cara Rodgveller , NMFS, cara.rodgveller@noaa.gov",2022-10-17 06:00:18
2013,NMFS,AFSC Annual Longline Survey,,BS,521,,,AKR,143,ROCK,Other Rockfish,657,764.481,1,"Cara Rodgveller , NMFS, cara.rodgveller@noaa.gov",2022-10-17 06:00:18
2013,NMFS,AFSC Annual Longline Survey,,BS,521,,,AKR,172,ROCK,Other Rockfish,23,31.016,1,"Cara Rodgveller , NMFS, cara.rodgveller@noaa.gov",2022-10-17 06:00:18
2013,NMFS,AFSC Annual Longline Survey,,BS,521,,,AKR,185,ROCK,Other Rockfish,1,1.158,1,"Cara Rodgveller , NMFS, cara.rodgveller@noaa.gov",2022-10-17 06:00:18
2013,NMFS,AFSC Annual Longline Survey,,BS,523,,,AKR,143,ROCK,Other Rockfish,365,445.3,1,"Cara Rodgveller , NMFS, cara.rodgveller@noaa.gov",2022-10-17 06:00:18
2013,NMFS,Eastern Bering Sea Bottom Trawl Survey,1,BS,517,,,AKR,172,ROCK,Other Rockfish,1,1.346,1,"Jeff Napp,  NMFS, jeff.napp@noaa.gov",2022-10-17 06:00:18
2014,ADFG,Large-Mesh Trawl Survey,1,BS,519,Westward,655406,AKR,172,ROCK,Other Rockfish,3,1,1,"Kally Spalinger-Westward Region, ADFG, kally.spalinger@alaska.gov. Ken Goldman-Southcentral, ADFG, ken.goldman@alaska.gov",2022-10-17 06:00:18
2014,ADFG,Large-Mesh Trawl Survey,1,BS,519,Westward,665335,AKR,172,ROCK,Other Rockfish,1,1.2,1,"Kally Spalinger-Westward Region, ADFG, kally.spalinger@alaska.gov. Ken Goldman-Southcentral, ADFG, ken.goldman@alaska.gov",2022-10-17 06:00:18
2014,ADFG,Large-Mesh Trawl Survey,1,BS,519,Westward,665336,AKR,142,ROCK,Other Rockfish,1,0.8,1,"Kally Spalinger-Westward Region, ADFG, kally.spalinger@alaska.gov. Ken Goldman-Southcentral, ADFG, ken.goldman@alaska.gov",2022-10-17 06:00:18
2014,ADFG,Sport Fishery,,BS,519,,,AKR,145,ROCK,Other Rockfish,2,9,1,"Scott Meyer,  ADFG, scott.meyer@alaska.gov",2022-10-17 06:00:18
2014,ADFG,Sport Fishery,,BS,519,,,AKR,172,ROCK,Other Rockfish,5,9,1,"Scott Meyer,  ADFG, scott.meyer@alaska.gov",2022-10-17 06:00:18
2014,IPHC,IPHC Annual Longline Survey,9,AI,541,,,AKR,143,ROCK,Other Rockfish,0,91,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2022-10-17 06:00:18
2014,IPHC,IPHC Annual Longline Survey,9,AI,541,,,AKR,153,ROCK,Other Rockfish,0,11,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2022-10-17 06:00:18
2014,IPHC,IPHC Annual Longline Survey,9,AI,542,,,AKR,143,ROCK,Other Rockfish,0,224,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2022-10-17 06:00:18
2014,IPHC,IPHC Annual Longline Survey,9,AI,543,,,AKR,143,ROCK,Other Rockfish,0,240,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2022-10-17 06:00:18
2014,IPHC,IPHC Annual Longline Survey,9,AI,543,,,AKR,157,ROCK,Other Rockfish,0,20,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2022-10-17 06:00:18
2014,IPHC,IPHC Annual Longline Survey,9,BS,513,,,AKR,143,ROCK,Other Rockfish,0,20,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2022-10-17 06:00:18
2014,IPHC,IPHC Annual Longline Survey,9,BS,513,,,AKR,145,ROCK,Other Rockfish,0,7,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2022-10-17 06:00:18
2014,IPHC,IPHC Annual Longline Survey,9,BS,517,,,AKR,143,ROCK,Other Rockfish,0,98,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2022-10-17 06:00:18
2014,IPHC,IPHC Annual Longline Survey,9,BS,517,,,AKR,145,ROCK,Other Rockfish,0,17,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2022-10-17 06:00:18
2014,IPHC,IPHC Annual Longline Survey,9,BS,518,,,AKR,143,ROCK,Other Rockfish,0,53,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2022-10-17 06:00:18
2014,IPHC,IPHC Annual Longline Survey,9,BS,518,,,AKR,145,ROCK,Other Rockfish,0,18,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2022-10-17 06:00:18
2014,IPHC,IPHC Annual Longline Survey,9,BS,518,,,AKR,166,ROCK,Other Rockfish,0,1,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2022-10-17 06:00:18
2014,IPHC,IPHC Annual Longline Survey,9,BS,519,,,AKR,143,ROCK,Other Rockfish,0,11,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2022-10-17 06:00:18
2014,IPHC,IPHC Annual Longline Survey,9,BS,519,,,AKR,145,ROCK,Other Rockfish,0,9,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2022-10-17 06:00:18
2014,IPHC,IPHC Annual Longline Survey,9,BS,521,,,AKR,143,ROCK,Other Rockfish,0,11,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2022-10-17 06:00:18
2014,IPHC,IPHC Annual Longline Survey,9,BS,523,,,AKR,143,ROCK,Other Rockfish,0,1,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2022-10-17 06:00:18
2014,IPHC,IPHC Annual Longline Survey,9,BS,524,,,AKR,143,ROCK,Other Rockfish,0,10,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2022-10-17 06:00:18
2014,NMFS,AFSC Annual Longline Survey,,AI,541,,,AKR,139,ROCK,Other Rockfish,2,2.426,1,"Cara Rodgveller , NMFS, cara.rodgveller@noaa.gov",2022-10-17 06:00:18
2014,NMFS,AFSC Annual Longline Survey,,AI,541,,,AKR,143,ROCK,Other Rockfish,1026,1164.841,1,"Cara Rodgveller , NMFS, cara.rodgveller@noaa.gov",2022-10-17 06:00:18
2014,NMFS,AFSC Annual Longline Survey,,AI,541,,,AKR,153,ROCK,Other Rockfish,8,14.202,1,"Cara Rodgveller , NMFS, cara.rodgveller@noaa.gov",2022-10-17 06:00:18
2014,NMFS,AFSC Annual Longline Survey,,AI,541,,,AKR,172,ROCK,Other Rockfish,1,1.349,1,"Cara Rodgveller , NMFS, cara.rodgveller@noaa.gov",2022-10-17 06:00:18
2014,NMFS,AFSC Annual Longline Survey,,AI,542,,,AKR,139,ROCK,Other Rockfish,1,1.213,1,"Cara Rodgveller , NMFS, cara.rodgveller@noaa.gov",2022-10-17 06:00:18
2014,NMFS,AFSC Annual Longline Survey,,AI,542,,,AKR,143,ROCK,Other Rockfish,559,642.663,1,"Cara Rodgveller , NMFS, cara.rodgveller@noaa.gov",2022-10-17 06:00:18
2014,NMFS,AFSC Annual Longline Survey,,AI,542,,,AKR,177,ROCK,Other Rockfish,5,8.884,1,"Cara Rodgveller , NMFS, cara.rodgveller@noaa.gov",2022-10-17 06:00:18
2014,NMFS,Aleutian Island Bottom Trawl Survey,1,AI,541,,,AKR,143,ROCK,Other Rockfish,124,81.588,1,"Jeff Napp,  NMFS, jeff.napp@noaa.gov",2022-10-17 06:00:18
2014,NMFS,Aleutian Island Bottom Trawl Survey,1,AI,541,,,AKR,166,ROCK,Other Rockfish,1,0.458,1,"Jeff Napp,  NMFS, jeff.napp@noaa.gov",2022-10-17 06:00:18
2014,NMFS,Aleutian Island Bottom Trawl Survey,1,AI,541,,,AKR,172,ROCK,Other Rockfish,81,112.61,1,"Jeff Napp,  NMFS, jeff.napp@noaa.gov",2022-10-17 06:00:18
2014,NMFS,Aleutian Island Bottom Trawl Survey,1,AI,541,,,AKR,176,ROCK,Other Rockfish,1,0.712,1,"Jeff Napp,  NMFS, jeff.napp@noaa.gov",2022-10-17 06:00:18
2014,NMFS,Aleutian Island Bottom Trawl Survey,1,AI,542,,,AKR,143,ROCK,Other Rockfish,1194,656.992,1,"Jeff Napp,  NMFS, jeff.napp@noaa.gov",2022-10-17 06:00:18
2014,NMFS,Aleutian Island Bottom Trawl Survey,1,AI,542,,,AKR,172,ROCK,Other Rockfish,154,188.957,1,"Jeff Napp,  NMFS, jeff.napp@noaa.gov",2022-10-17 06:00:18
2014,NMFS,Aleutian Island Bottom Trawl Survey,1,AI,542,,,AKR,176,ROCK,Other Rockfish,7,3.202,1,"Jeff Napp,  NMFS, jeff.napp@noaa.gov",2022-10-17 06:00:18
2014,NMFS,Aleutian Island Bottom Trawl Survey,1,AI,543,,,AKR,143,ROCK,Other Rockfish,2653,1532.258,1,"Jeff Napp,  NMFS, jeff.napp@noaa.gov",2022-10-17 06:00:18
2014,NMFS,Aleutian Island Bottom Trawl Survey,1,AI,543,,,AKR,153,ROCK,Other Rockfish,1,0.426,1,"Jeff Napp,  NMFS, jeff.napp@noaa.gov",2022-10-17 06:00:18
2014,NMFS,Aleutian Island Bottom Trawl Survey,1,AI,543,,,AKR,158,ROCK,Other Rockfish,2,0.648,1,"Jeff Napp,  NMFS, jeff.napp@noaa.gov",2022-10-17 06:00:18
2014,NMFS,Aleutian Island Bottom Trawl Survey,1,AI,543,,,AKR,172,ROCK,Other Rockfish,13,13.152,1,"Jeff Napp,  NMFS, jeff.napp@noaa.gov",2022-10-17 06:00:18
2014,NMFS,Aleutian Island Bottom Trawl Survey,1,AI,543,,,AKR,176,ROCK,Other Rockfish,68,17.378,1,"Jeff Napp,  NMFS, jeff.napp@noaa.gov",2022-10-17 06:00:18
2014,NMFS,Aleutian Island Bottom Trawl Survey,1,BS,518,,,AKR,143,ROCK,Other Rockfish,720,322.576,1,"Jeff Napp,  NMFS, jeff.napp@noaa.gov",2022-10-17 06:00:18
2014,NMFS,Aleutian Island Bottom Trawl Survey,1,BS,518,,,AKR,155,ROCK,Other Rockfish,1,2.95,1,"Jeff Napp,  NMFS, jeff.napp@noaa.gov",2022-10-17 06:00:18
2014,NMFS,Aleutian Island Bottom Trawl Survey,1,BS,518,,,AKR,172,ROCK,Other Rockfish,12,10.146,1,"Jeff Napp,  NMFS, jeff.napp@noaa.gov",2022-10-17 06:00:18
2014,NMFS,Aleutian Island Bottom Trawl Survey,1,BS,518,,,AKR,176,ROCK,Other Rockfish,1,0.274,1,"Jeff Napp,  NMFS, jeff.napp@noaa.gov",2022-10-17 06:00:18
2014,NMFS,Aleutian Island Bottom Trawl Survey,1,BS,519,,,AKR,143,ROCK,Other Rockfish,35,20.92,1,"Jeff Napp,  NMFS, jeff.napp@noaa.gov",2022-10-17 06:00:18
2014,NMFS,Aleutian Island Bottom Trawl Survey,1,BS,519,,,AKR,172,ROCK,Other Rockfish,50,28.746,1,"Jeff Napp,  NMFS, jeff.napp@noaa.gov",2022-10-17 06:00:18
2014,NMFS,Eastern Bering Sea Bottom Trawl Survey,1,BS,517,,,AKR,172,ROCK,Other Rockfish,1,0.992,1,"Jeff Napp,  NMFS, jeff.napp@noaa.gov",2022-10-17 06:00:18
2015,ADFG,Large-Mesh Trawl Survey,,BS,518,Westward ,675331,AKR,172,ROCK,Other Rockfish,1,0.52,1,"Kally Spalinger-Westward Region, ADFG, kally.spalinger@alaska.gov. Ken Goldman-Southcentral, ADFG, ken.goldman@alaska.gov",2022-10-17 06:00:18
2015,ADFG,Large-Mesh Trawl Survey,,BS,518,Westward ,675333,AKR,172,ROCK,Other Rockfish,2,1.92,1,"Kally Spalinger-Westward Region, ADFG, kally.spalinger@alaska.gov. Ken Goldman-Southcentral, ADFG, ken.goldman@alaska.gov",2022-10-17 06:00:18
2015,ADFG,Large-Mesh Trawl Survey,,BS,519,Westward ,655406,AKR,172,ROCK,Other Rockfish,1,0.22,1,"Kally Spalinger-Westward Region, ADFG, kally.spalinger@alaska.gov. Ken Goldman-Southcentral, ADFG, ken.goldman@alaska.gov",2022-10-17 06:00:18
2015,ADFG,Large-Mesh Trawl Survey,,BS,519,Westward ,665335,AKR,172,ROCK,Other Rockfish,3,1.17,1,"Kally Spalinger-Westward Region, ADFG, kally.spalinger@alaska.gov. Ken Goldman-Southcentral, ADFG, ken.goldman@alaska.gov",2022-10-17 06:00:18
2015,ADFG,Large-Mesh Trawl Survey,,BS,519,Westward ,665403,AKR,153,ROCK,Other Rockfish,1,0.27,1,"Kally Spalinger-Westward Region, ADFG, kally.spalinger@alaska.gov. Ken Goldman-Southcentral, ADFG, ken.goldman@alaska.gov",2022-10-17 06:00:18
2015,ADFG,Sport Fishery,,AI,541,,,AKR,145,ROCK,Other Rockfish,2,6,1,"Scott Meyer,  ADFG, scott.meyer@alaska.gov",2022-10-17 06:00:18
2015,ADFG,Sport Fishery,,AI,541,,,AKR,172,ROCK,Other Rockfish,5,8,1,"Scott Meyer,  ADFG, scott.meyer@alaska.gov",2022-10-17 06:00:18
2015,ADFG,Sport Fishery,,BS,519,,,AKR,145,ROCK,Other Rockfish,19,77,1,"Scott Meyer,  ADFG, scott.meyer@alaska.gov",2022-10-17 06:00:18
2015,ADFG,Sport Fishery,,BS,519,,,AKR,147,ROCK,Other Rockfish,1,1,1,"Scott Meyer,  ADFG, scott.meyer@alaska.gov",2022-10-17 06:00:18
2015,ADFG,Sport Fishery,,BS,519,,,AKR,149,ROCK,Other Rockfish,1,1,1,"Scott Meyer,  ADFG, scott.meyer@alaska.gov",2022-10-17 06:00:18
2015,ADFG,Sport Fishery,,BS,519,,,AKR,155,ROCK,Other Rockfish,1,2,1,"Scott Meyer,  ADFG, scott.meyer@alaska.gov",2022-10-17 06:00:18
2015,ADFG,Sport Fishery,,BS,519,,,AKR,172,ROCK,Other Rockfish,57,76,1,"Scott Meyer,  ADFG, scott.meyer@alaska.gov",2022-10-17 06:00:18
2015,IPHC,IPHC Annual Longline Survey,9,AI,541,,,AKR,143,ROCK,Other Rockfish,,88,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2022-10-17 06:00:18
2015,IPHC,IPHC Annual Longline Survey,9,AI,541,,,AKR,145,ROCK,Other Rockfish,,2,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2022-10-17 06:00:18
2015,IPHC,IPHC Annual Longline Survey,9,AI,541,,,AKR,153,ROCK,Other Rockfish,,82,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2022-10-17 06:00:18
2015,IPHC,IPHC Annual Longline Survey,9,AI,542,,,AKR,142,ROCK,Other Rockfish,,1,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2022-10-17 06:00:18
2015,IPHC,IPHC Annual Longline Survey,9,AI,542,,,AKR,143,ROCK,Other Rockfish,,133,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2022-10-17 06:00:18
2015,IPHC,IPHC Annual Longline Survey,9,AI,542,,,AKR,153,ROCK,Other Rockfish,,46,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2022-10-17 06:00:18
2015,IPHC,IPHC Annual Longline Survey,9,AI,543,,,AKR,142,ROCK,Other Rockfish,,1,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2022-10-17 06:00:18
2015,IPHC,IPHC Annual Longline Survey,9,AI,543,,,AKR,143,ROCK,Other Rockfish,,353,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2022-10-17 06:00:18
2015,IPHC,IPHC Annual Longline Survey,9,BS,517,,,AKR,143,ROCK,Other Rockfish,,114,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2022-10-17 06:00:18
2015,IPHC,IPHC Annual Longline Survey,9,BS,517,,,AKR,153,ROCK,Other Rockfish,,6,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2022-10-17 06:00:18
2015,IPHC,IPHC Annual Longline Survey,9,BS,518,,,AKR,143,ROCK,Other Rockfish,,20,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2022-10-17 06:00:18
2015,IPHC,IPHC Annual Longline Survey,9,BS,518,,,AKR,145,ROCK,Other Rockfish,,2,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2022-10-17 06:00:18
2015,IPHC,IPHC Annual Longline Survey,9,BS,519,,,AKR,143,ROCK,Other Rockfish,,11,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2022-10-17 06:00:18
2015,IPHC,IPHC Annual Longline Survey,9,BS,519,,,AKR,153,ROCK,Other Rockfish,,1,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2022-10-17 06:00:18
2015,IPHC,IPHC Annual Longline Survey,9,BS,521,,,AKR,143,ROCK,Other Rockfish,,2,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2022-10-17 06:00:18
2015,IPHC,IPHC Annual Longline Survey,9,BS,524,,,AKR,143,ROCK,Other Rockfish,,2,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2022-10-17 06:00:18
2015,NMFS,AFSC Annual Longline Survey,,BS,517,,,AKR,143,ROCK,Other Rockfish,512,714.091,1,"Cara Rodgveller , NMFS, cara.rodgveller@noaa.gov",2022-10-17 06:00:18
2015,NMFS,AFSC Annual Longline Survey,,BS,518,,,AKR,139,ROCK,Other Rockfish,1,1.213,1,"Cara Rodgveller , NMFS, cara.rodgveller@noaa.gov",2022-10-17 06:00:18
2015,NMFS,AFSC Annual Longline Survey,,BS,518,,,AKR,143,ROCK,Other Rockfish,962,1098.629,1,"Cara Rodgveller , NMFS, cara.rodgveller@noaa.gov",2022-10-17 06:00:18
2015,NMFS,AFSC Annual Longline Survey,,BS,518,,,AKR,172,ROCK,Other Rockfish,5,6.743,1,"Cara Rodgveller , NMFS, cara.rodgveller@noaa.gov",2022-10-17 06:00:18
2015,NMFS,AFSC Annual Longline Survey,,BS,521,,,AKR,143,ROCK,Other Rockfish,538,630.747,1,"Cara Rodgveller , NMFS, cara.rodgveller@noaa.gov",2022-10-17 06:00:18
2015,NMFS,AFSC Annual Longline Survey,,BS,521,,,AKR,172,ROCK,Other Rockfish,1,1.349,1,"Cara Rodgveller , NMFS, cara.rodgveller@noaa.gov",2022-10-17 06:00:18
2015,NMFS,AFSC Annual Longline Survey,,BS,523,,,AKR,143,ROCK,Other Rockfish,347,392.518,1,"Cara Rodgveller , NMFS, cara.rodgveller@noaa.gov",2022-10-17 06:00:18
2015,NMFS,Eastern Bering Sea Bottom Trawl Survey,1,BS,521,,,AKR,172,ROCK,Other Rockfish,3,4.9,1,"Jeff Napp,  NMFS, jeff.napp@noaa.gov",2022-10-17 06:00:18
2016,ADFG,Large-Mesh Trawl Survey,6,BS,519,Westward ,655406,AKR,172,ROCK,Other Rockfish,23,9.87,1,"Kally Spalinger-Westward Region, ADFG, kally.spalinger@alaska.gov. Ken Goldman-Southcentral, ADFG, ken.goldman@alaska.gov",2022-10-17 06:00:18
2016,ADFG,Large-Mesh Trawl Survey,6,BS,519,Westward ,665335,AKR,172,ROCK,Other Rockfish,4,3,1,"Kally Spalinger-Westward Region, ADFG, kally.spalinger@alaska.gov. Ken Goldman-Southcentral, ADFG, ken.goldman@alaska.gov",2022-10-17 06:00:18
2016,ADFG,Large-Mesh Trawl Survey,6,BS,519,Westward ,665403,AKR,172,ROCK,Other Rockfish,6,5.87,1,"Kally Spalinger-Westward Region, ADFG, kally.spalinger@alaska.gov. Ken Goldman-Southcentral, ADFG, ken.goldman@alaska.gov",2022-10-17 06:00:18
2016,ADFG,Sport Fishery,,AI,541,,,AKR,145,ROCK,Other Rockfish,1,4,1,"Scott Meyer,  ADFG, scott.meyer@alaska.gov",2022-10-17 06:00:18
2016,ADFG,Sport Fishery,,AI,541,,,AKR,172,ROCK,Other Rockfish,6,9,1,"Scott Meyer,  ADFG, scott.meyer@alaska.gov",2022-10-17 06:00:18
2016,ADFG,Sport Fishery,,BS,519,,,AKR,145,ROCK,Other Rockfish,5,16,1,"Scott Meyer,  ADFG, scott.meyer@alaska.gov",2022-10-17 06:00:18
2016,ADFG,Sport Fishery,,BS,519,,,AKR,172,ROCK,Other Rockfish,23,36,1,"Scott Meyer,  ADFG, scott.meyer@alaska.gov",2022-10-17 06:00:18
2016,IPHC,IPHC Annual Longline Survey,8,AI,541,,,AKR,143,ROCK,Other Rockfish,,28,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2022-10-17 06:00:18
2016,IPHC,IPHC Annual Longline Survey,8,AI,542,,,AKR,143,ROCK,Other Rockfish,,64,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2022-10-17 06:00:18
2016,IPHC,IPHC Annual Longline Survey,8,AI,543,,,AKR,143,ROCK,Other Rockfish,,41,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2022-10-17 06:00:18
2016,IPHC,IPHC Annual Longline Survey,8,BS,513,,,AKR,143,ROCK,Other Rockfish,,20,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2022-10-17 06:00:18
2016,IPHC,IPHC Annual Longline Survey,8,BS,517,,,AKR,143,ROCK,Other Rockfish,,46,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2022-10-17 06:00:18
2016,IPHC,IPHC Annual Longline Survey,8,BS,518,,,AKR,143,ROCK,Other Rockfish,,2,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2022-10-17 06:00:18
2016,IPHC,IPHC Annual Longline Survey,8,BS,519,,,AKR,143,ROCK,Other Rockfish,,7,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2022-10-17 06:00:18
2016,IPHC,IPHC Annual Longline Survey,8,BS,521,,,AKR,143,ROCK,Other Rockfish,,59,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2022-10-17 06:00:18
2016,NMFS,AFSC Annual Longline Survey,,AI,541,,,AKR,139,ROCK,Other Rockfish,1,1.213,1,"Cara Rodgveller , NMFS, cara.rodgveller@noaa.gov",2022-10-17 06:00:18
2016,NMFS,AFSC Annual Longline Survey,,AI,541,,,AKR,143,ROCK,Other Rockfish,1075,1294.81,1,"Cara Rodgveller , NMFS, cara.rodgveller@noaa.gov",2022-10-17 06:00:18
2016,NMFS,AFSC Annual Longline Survey,,AI,541,,,AKR,153,ROCK,Other Rockfish,15,26.63,1,"Cara Rodgveller , NMFS, cara.rodgveller@noaa.gov",2022-10-17 06:00:18
2016,NMFS,AFSC Annual Longline Survey,,AI,541,,,AKR,172,ROCK,Other Rockfish,3,4.046,1,"Cara Rodgveller , NMFS, cara.rodgveller@noaa.gov",2022-10-17 06:00:18
2016,NMFS,AFSC Annual Longline Survey,,AI,542,,,AKR,139,ROCK,Other Rockfish,3,3.64,1,"Cara Rodgveller , NMFS, cara.rodgveller@noaa.gov",2022-10-17 06:00:18
2016,NMFS,AFSC Annual Longline Survey,,AI,542,,,AKR,143,ROCK,Other Rockfish,759,745.806,1,"Cara Rodgveller , NMFS, cara.rodgveller@noaa.gov",2022-10-17 06:00:18
2016,NMFS,Aleutian Island Bottom Trawl Survey,1,AI,541,,,AKR,143,ROCK,Other Rockfish,316,168.762,1,"Jeff Napp,  NMFS, jeff.napp@noaa.gov",2022-10-17 06:00:18
2016,NMFS,Aleutian Island Bottom Trawl Survey,1,AI,541,,,AKR,153,ROCK,Other Rockfish,2,1.18,1,"Jeff Napp,  NMFS, jeff.napp@noaa.gov",2022-10-17 06:00:18
2016,NMFS,Aleutian Island Bottom Trawl Survey,1,AI,541,,,AKR,166,ROCK,Other Rockfish,1,0.406,1,"Jeff Napp,  NMFS, jeff.napp@noaa.gov",2022-10-17 06:00:18
2016,NMFS,Aleutian Island Bottom Trawl Survey,1,AI,541,,,AKR,172,ROCK,Other Rockfish,24,29.58,1,"Jeff Napp,  NMFS, jeff.napp@noaa.gov",2022-10-17 06:00:18
2016,NMFS,Aleutian Island Bottom Trawl Survey,1,AI,542,,,AKR,142,ROCK,Other Rockfish,1,0.918,1,"Jeff Napp,  NMFS, jeff.napp@noaa.gov",2022-10-17 06:00:18
2016,NMFS,Aleutian Island Bottom Trawl Survey,1,AI,542,,,AKR,143,ROCK,Other Rockfish,1375,595.45,1,"Jeff Napp,  NMFS, jeff.napp@noaa.gov",2022-10-17 06:00:18
2016,NMFS,Aleutian Island Bottom Trawl Survey,1,AI,542,,,AKR,153,ROCK,Other Rockfish,1,0.74,1,"Jeff Napp,  NMFS, jeff.napp@noaa.gov",2022-10-17 06:00:18
2016,NMFS,Aleutian Island Bottom Trawl Survey,1,AI,542,,,AKR,172,ROCK,Other Rockfish,280,294.512,1,"Jeff Napp,  NMFS, jeff.napp@noaa.gov",2022-10-17 06:00:18
